Name,Park,Type,Design,Status,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Rank
Big Thunder Mountain,Disneyland Paris - Disneyland Park,Steel,Sit Down,Operating,Marne la Vallée,Île-de-France,France,Vekoma,3953,72.2,40.4,0.0,"['Tunnel', 'Chain Lift Hill', 'Chain Lift Hill', 'Helix', 'Chain Lift Hill', 'Tunnel', 'Chain Lift Hill']",39.3,No
Big Worm,Beijing Xiangtang International Agricultural Sightseeing Garden,Steel,Sit Down,Removed,Changping,Beijing,China,Beijing Shibaolai Amusement Equipment,479,19.7,22.4,0.0,['Chain Lift Hill'],,No
Bisværmen,Tivoli Friheden,Steel,Sit Down,Operating,Århus,Midtjylland,Denmark,SBF Visa Group,370,23.0,18.6,0.0,['Booster Wheel Lift Hill'],,No
Black Hole,Movie Park Germany,Steel,Sit Down,Relocated,Bottrop,North Rhine-Westphalia,Germany,Zierer,1259,22.7,25.5,0.0,,,No
Black Hole,Freizeit-Land Geiselwind,Steel,Sit Down,Relocated,Geiselwind,Bavaria,Germany,Zierer,1259,22.7,25.5,0.0,,,No
Black Hole 2000,Seoul Land,Steel,Sit Down,Operating,Kwachon-si,Gyeonggi-do,South Korea,"Senyo Kogyo Co., Ltd.",3195,113.8,52.8,2.0,"['Chain Lift Hill', 'Double Corkscrew']",,No
Black Hole Express,Kumdori Land,Steel,Sit Down,Relocated,Yusong-gu,Daejeon,South Korea,Vekoma,3608,170.6,59.0,5.0,"['Chain Lift Hill', 'Helix', 'Loop', 'Loop', 'Block Brake', 'Reverse Sidewinder', 'Tunnel', 'Tunnel', 'Double Corkscrew']",,No
Black Mamba,Phantasialand,Steel,Inverted,Operating,Brühl,North Rhine-Westphalia,Germany,Bolliger & Mabillard,2519,85.3,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Jr. Immelmann', 'Corkscrew', 'Corkscrew']",88.6,Yes
Blackout,Suzuka Circuit,Steel,Inverted,Relocated,Suzuka,Mie,Japan,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Black Widow,Six Flags New England,Steel,Sit Down,Relocated,Agawam,Massachusetts,United States,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Black Widow,Old Indiana Fun-n-Water Park,Steel,Sit Down,Removed,Thorntown,Indiana,United States,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Blazing Fury,Dollywood,Steel,Sit Down,Operating,Pigeon Forge,Tennessee,United States,,1520,22.0,22.0,0.0,,,No
Blizzard,Walton Pier,Steel,Sit Down,Removed,Essex,England,United Kingdom,Cavazza Diego,721,24.6,22.4,0.0,,,No
Blizzard,Coney Beach Pleasure Park,Steel,Sit Down,Relocated,Bridgend,Wales,United Kingdom,Cavazza Diego,721,24.6,22.4,0.0,['Chain Lift Hill'],,No
Blizzard,Storyland,Steel,Sit Down,Removed,Cebu City,Cebu,Philippines,Cavazza Diego,721,24.6,22.4,0.0,,,No
Blizzard,Lucky Star Park,Steel,Sit Down,Relocated,Aradippou,Larnaca,Cyprus,Cavazza Diego,721,24.0,22.4,0.0,,,No
Blizzard,Al-Nasr Leisureland,Steel,Sit Down,Relocated,Dubai,Dubai,United Arab Emirates,Top Fun,721,24.6,22.4,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Blizzard,Great Yarmouth Pleasure Beach,Steel,Sit Down,Removed,Norfolk,England,United Kingdom,Cavazza Diego,721,24.6,22.4,0.0,,,No
Blizzard,Grand Pier,Steel,Sit Down,Removed,Somerset,England,United Kingdom,Cavazza Diego,721,24.6,22.4,0.0,,,No
Blizzard,Shan GriLa Paradise,Steel,Sit Down,SBNO,Zaociao Township,Miaoli County,Taiwan,Cavazza Diego,721,24.6,22.4,0.0,,,No
Blizzard,Legendia Śląskie Wesołe Miasteczko,Steel,Sit Down,Relocated,Chorzów,Śląskie,Poland,Cavazza Diego,721,24.6,22.4,0.0,['Chain Lift Hill'],,No
Blizzard,Ajman Market,Steel,Sit Down,Relocated,Ajman,Ajman,United Arab Emirates,Top Fun,721,24.6,22.4,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Blizzard,Festival Land,Steel,Sit Down,Removed,Ajman,Ajman,United Arab Emirates,Top Fun,721,24.6,22.4,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Blizzard,Lucky Star Park,Steel,Sit Down,SBNO,Aradippou,Larnaca,Cyprus,Cavazza Diego,721,24.0,22.4,0.0,,,No
Blombini Express,Blombergbahn,Steel,Sit Down,Operating,Bad Tölz,Bavaria,Germany,I.E. Park,196,11.5,15.5,0.0,,,No
Blue Fire,Xuzhou Paradise,Steel,Sit Down,Operating,Xuzhou,Jiangsu,China,Mack Rides GmbH & Co KG,3464,124.7,62.1,4.0,"['LSM Launch', 'Loop', 'Twisted Horseshoe Roll', 'In-Line Twist']",,No
blue fire Megacoaster,Europa Park,Steel,Sit Down,Operating,Rust,Baden-Württemberg,Germany,Mack Rides GmbH & Co KG,3464,124.7,62.1,4.0,"['Dark/Show Section', 'LSM Launch', 'Loop', 'Block Brake', 'Twisted Horseshoe Roll', 'In-Line Twist']",,No
Blue Hawk,Six Flags Over Georgia,Steel,Sit Down,Operating,Austell,Georgia,United States,Vekoma,2739,122.0,52.0,5.0,"['Chain Lift Hill', 'Butterfly', 'Reverse Sidewinder', 'Double Corkscrew']",,No
Blue Streak,Cedar Point,Wood,Sit Down,Operating,Sandusky,Ohio,United States,"Philadelphia Toboggan Coasters, Inc.",2558,78.0,40.0,0.0,['Chain Lift Hill'],72.0,Yes
Blue Tornado,Gardaland,Steel,Inverted,Operating,Castelnuovo del Garda,Veneto,Italy,Vekoma,2509,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Blu Power,Tetysblu Theme Park,Steel,Sit Down,Operating,Munaily District,Mangistau,Kazakhstan,Mack Rides GmbH & Co KG,711,147.6,62.8,0.0,"['LSM Launch (multi-pass)', 'Vertical Rollback', 'Vertical Rollback', 'Splash Track']",,No
BMRX,Kobe Portopialand,Steel,Sit Down,Relocated,Kobe,Hyōgo,Japan,Zierer,2601,86.9,43.5,0.0,,,No
Boardwalk Bullet,Kemah Boardwalk,Wood,Sit Down,Operating,Kemah,Texas,United States,Martin & Vleminckx,3236,96.0,51.0,0.0,,92.0,Yes
Boardwalk Canyon Blaster,Six Flags Fiesta Texas,Steel,Sit Down,Relocated,San Antonio,Texas,United States,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Bob,Efteling,Steel,Bobsled,Removed,Kaatsheuvel,North Brabant,Netherlands,Intamin Amusement Rides,1719,65.6,37.3,0.0,,,No
Bobbahn,Heide Park Resort,Steel,Bobsled,Operating,Soltau,Lower Saxony,Germany,Mack Rides GmbH & Co KG,3248,88.6,32.9,0.0,"['Chain Lift Hill', 'Tunnel', 'Tunnel', 'Chain Lift Hill']",,No
Bobcat,Six Flags Great Escape,Wood,Sit Down,Under Construction,Queensbury,New York,United States,Gravitykraft Corporation,1412,55.4,40.0,0.0,,,No
Bob Express,Bobbejaanland,Steel,Sit Down,Operating,Antwerp,Flemish Region,Belgium,Mack Rides GmbH & Co KG,1709,32.8,22.4,0.0,,,No
Bobs,Riverview Park,Wood,Sit Down,Removed,Chicago,Illinois,United States,,3235,87.0,50.0,0.0,,85.0,No
Bobsled,Yokohama Dreamland,Steel,Sit Down,Removed,Yokohama,Kanagawa,Japan,,1312,39.3,31.1,0.0,"['Chain Lift Hill', 'Block Brake', 'Tunnel', 'Splash Track']",,No
Bobsleds,Seabreeze,Steel,Sit Down,Operating,Rochester,New York,United States,,1240,31.0,23.0,0.0,['Chain Lift Hill'],,No
Bocaraca,Parque Diversiones,Steel,Sit Down,Operating,La Uruca,San José,Costa Rica,Vekoma,1148,64.0,37.3,2.0,"['Chain Lift Hill', 'Corkscrew', 'Corkscrew']",,No
Bombora,Lagoon,Steel,Sit Down,Operating,Farmington,Utah,United States,ART Engineering GmbH,1040,45.0,31.0,0.0,['Booster Wheel Lift Hill'],,No
Boomerang,La Ronde,Steel,Sit Down,Operating,Montréal,Québec,Canada,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Knott's Berry Farm,Steel,Sit Down,Relocated,Buena Park,California,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Six Flags Discovery Kingdom,Steel,Sit Down,Operating,Vallejo,California,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Six Flags Darien Lake,Steel,Sit Down,Operating,Darien Center,New York,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Wild Adventures,Steel,Sit Down,Operating,Valdosta,Georgia,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Six Flags Fiesta Texas,Steel,Sit Down,Operating,San Antonio,Texas,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Elitch Gardens,Steel,Sit Down,Operating,Denver,Colorado,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Six Flags Mexico,Steel,Sit Down,Operating,Mexico City,Mexico City,Mexico,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Worlds of Fun,Steel,Sit Down,Operating,Kansas City,Missouri,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Pleasure Island Family Theme Park,Steel,Sit Down,Relocated,Lincolnshire,England,United Kingdom,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Hafan y Môr Holiday Park,Steel,Sit Down,Relocated,Gwynedd,Wales,United Kingdom,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Bellewaerde Park,Steel,Sit Down,Operating,West Flanders,Flemish Region,Belgium,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Walygator Sud-Ouest,Steel,Sit Down,Operating,Roquefort,Nouvelle-Aquitaine,France,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Tivoli Karolinelund,Steel,Sit Down,Relocated,Aalborg,Midtjylland,Denmark,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Wiener Prater,Steel,Sit Down,Operating,Vienna,Vienna,Austria,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Parque de Atracciones de Montjuic,Steel,Sit Down,Relocated,Barcelona,Catalonia,Spain,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Playcenter São Paulo,Steel,Sit Down,Relocated,São Paulo,São Paulo,Brazil,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Fantasilandia,Steel,Sit Down,Operating,Santiago,Santiago,Chile,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Parque de la Costa,Steel,Sit Down,Operating,Tigre,Buenos Aires,Argentina,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Jerudong Park Playground,Steel,Sit Down,Relocated,Bandar Seri Begawan,Brunei and Muara,Brunei,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Gero land,Steel,Sit Down,Operating,Cairo,Cairo,Egypt,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,E-World,Steel,Sit Down,Operating,Daegu,Daegu,South Korea,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Tokyo Dome City,Steel,Sit Down,Removed,Bunkyo,Tokyo,Japan,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Boomerang,Zygo Park,Steel,Sit Down,Relocated,Nice,Provence-Alpes-Côte d'Azur,France,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Qingdao International Beer City,Steel,Sit Down,Relocated,Qingdao,Shandong,China,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Star Lake Amusement Park,Steel,Sit Down,Relocated,Zhaoqing,Guangdong,China,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Siam Amazing Park,Steel,Sit Down,Operating,Khan Na Yao,Bangkok,Thailand,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Rafaela Padilla,Steel,Sit Down,Relocated,Puebla,Puebla,Mexico,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Parc des Combes,Steel,Sit Down,Operating,Creusot,Bourgogne-Franche-Comté,France,Vekoma,643,65.6,37.3,0.0,['Booster Wheel Lift Hill'],,No
Boomerang,Six Flags St. Louis,Steel,Sit Down,Operating,Eureka,Missouri,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Family Fun,Steel,Sit Down,Operating,Duhok,Dohuk,Iraq,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang,Energylandia,Steel,Sit Down,Operating,Zator,Małopolskie,Poland,Vekoma,672,75.5,37.3,0.0,,,No
Boomerang,Luna Park,Steel,Sit Down,Operating,Sydney,New South Wales,Australia,Gerstlauer Amusement Rides GmbH,593,39.4,31.1,0.0,"['Chain Lift Hill', 'Booster Wheel Lift Hill']",,No
Boomerang Challenge Coaster,Trans Studio Bali,Steel,Sit Down,Operating,Denpasar,Bali,Indonesia,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang Hyper Coaster,Trans Studio Cibubur,Steel,Sit Down,Operating,East Jakarta,Jakarta,Indonesia,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang-Roller Coaster,Al-Shallal Theme Park,Steel,Sit Down,Operating,Jeddah,Makkah,Saudi Arabia,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Boomerang Roller Coaster,Amrapali Funland,Steel,Sit Down,Operating,Ahmedabad,Gujarat,India,Vekoma,643,65.6,37.3,0.0,['Booster Wheel Lift Hill'],,No
Boomerang Roller Coaster,Wuhan Zhongshan Park,Steel,Sit Down,Operating,Wuhan,Hubei,China,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd",1902,108.3,51.4,4.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Double Corkscrew']",,No
Boomerang Roller Coaster,Yabuli Ocean Park,Steel,Sit Down,Operating,Harbin,Heilongjiang,China,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd",1902,108.3,51.4,4.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Double Corkscrew']",,No
Boomerang Roller Coaster,Gaotao Cultural and Creative Park,Steel,Sit Down,Operating,Lu'an,Anhui,China,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd",1902,108.3,51.4,4.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Double Corkscrew']",,No
Booster Bike,Toverland,Steel,Sit Down,Operating,Sevenum,Limburg,Netherlands,Vekoma,1988,49.3,46.6,0.0,['Hydraulic Launch'],,No
Boss,Six Flags St. Louis,Wood,Sit Down,Operating,Eureka,Missouri,United States,"Custom Coasters International, Inc.",4631,122.0,66.3,0.0,['Chain Lift Hill'],150.0,Yes
Boule & Bill déboulent,Parc Spirou Provence,Steel,Sit Down,Removed,Monteux,Provence-Alpes-Côte d'Azur,France,Preston & Barbieri,189,14.1,12.3,0.0,,,No
Boulet de Canon,Kid Parc,Steel,Sit Down,Operating,Gujan-Mestras,Nouvelle-Aquitaine,France,Reverchon,711,23.0,18.6,0.0,['Chain Lift Hill'],,No
Broken Rail Roller Coaster,Great Xingdong Tourist World,Steel,Sit Down,Operating,Anshun,Guizhou,China,Jinma Rides,2539,131.2,55.3,5.0,"['Chain Lift Hill', 'Tilt Track', 'Sidewinder', 'Cobra Roll', 'Corkscrew', 'In-Line Twist']",,No
Brucomela,Leolandia,Steel,Sit Down,Removed,Capriate San Gervasio,Lombardy,Italy,Fabbri,393,12.1,13.4,0.0,['Chain Lift Hill'],,No
Bruco Miniottovolante,Zoosafari Fasanolandia,Steel,Sit Down,Operating,Fasano,Apulia,Italy,D.P.V. Rides,393,12.2,13.4,0.0,['Chain Lift Hill'],,No
Bruco Verde,Safari Park,Steel,Sit Down,Operating,Pombia,Piedmont,Italy,Fabbri,393,12.1,13.4,0.0,['Chain Lift Hill'],,No
Bucklbahn,Eis Greissler Manufaktur,Steel,Sit Down,Operating,Krumbach,Lower Austria,Austria,Gerstlauer Amusement Rides GmbH,328,18.0,22.4,0.0,['Chain Lift Hill'],,No
Buddhism Boundless,Xiyou World of Adventure,Steel,Sit Down,Operating,Huai'an,Jiangsu,China,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd",0,127.6,51.0,5.0,"['Chain Lift Hill', 'Batwing', 'Corkscrew', 'Cobra Roll']",,No
Bug Coaster,Jingo's Jungle,Steel,Sit Down,Operating,Amman,Amman,Jordan,Zamperla,574,26.3,17.4,0.0,['Booster Wheel Lift Hill'],,No
Bukkerittet,Kongeparken,Steel,Sit Down,Operating,Ålgård,Rogaland,Norway,Reverchon,1377,42.7,29.1,0.0,,,No
Bullet,Flamingo Land,Steel,Sit Down,Relocated,North Yorkshire,England,United Kingdom,Schwarzkopf,0,131.0,50.0,1.0,"['Tire Propelled Launch', 'Loop']",,No
Bullet,Selva Mágica,Steel,Sit Down,Operating,Guadalajara,Jalisco,Mexico,Schwarzkopf,0,131.0,50.0,1.0,"['Tire Propelled Launch', 'Loop']",,No
Bullet Coaster,Happy Valley,Steel,Sit Down,Operating,Shenzhen,Guangdong,China,S&S Worldwide,0,196.8,83.0,0.0,['Compressed Air Launch'],221.2,No
Bullet Train,Gingko Lake Amusement Park,Steel,Sit Down,Operating,Nanjing,Jiangsu,China,Sansei Technologies,2673,65.6,33.2,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Búmeran,Parque Diversiones,Steel,Sit Down,Operating,La Uruca,San José,Costa Rica,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Bumerang,Tashkentland,Steel,Sit Down,Operating,Yunusabad,Tashkent City,Uzbekistan,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Bush Beast,Wonderland Sydney,Wood,Sit Down,Removed,Eastern Creek,New South Wales,Australia,,0,90.3,55.9,0.0,,,No
Bushwacker,Ratanga Junction,Steel,Sit Down,Relocated,Cape Town,Western Cape,South Africa,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Butaten Kids Coaster,Tokyo German Village,Steel,Sit Down,Operating,Sodegaura,Chiba,Japan,"Hoei Sangyo Co., Ltd.",485,18.1,18.6,0.0,['Chain Lift Hill'],,No
BuzzSaw,Dreamworld,Steel,Sit Down,Relocated,Coomera,Queensland,Australia,Maurer Rides GmbH,492,151.6,65.3,2.0,"['Vertical Chain Lift Hill', 'Sky Loop']",,No
Cagliostro,MagicLand,Steel,Sit Down,Operating,Valmontone,Lazio,Italy,Maurer Rides GmbH,1410,55.8,36.0,0.0,['Chain Lift Hill'],,No
Calamity Mine,Walibi Belgium,Steel,Sit Down,Operating,Walloon Brabant,Wallonia,Belgium,Vekoma,2575,45.9,30.1,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Camel Coaster,Nasu Highland Park,Steel,Sit Down,Operating,Nasu,Tochigi,Japan,Meisho Amusement Machines,3937,94.8,49.7,0.0,,,No
Canal Peak,Fancy City,Steel,Sit Down,Operating,Yangzhou,Jiangsu,China,Zamperla,1863,100.1,51.0,4.0,"['Vertical Chain Lift Hill', 'Loop', 'Cobra Roll', 'Corkscrew']",,No
Candymonium,Hersheypark,Steel,Sit Down,Operating,Hershey,Pennsylvania,United States,Bolliger & Mabillard,4636,210.0,76.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill']",,Yes
Cannibal,Lagoon,Steel,Sit Down,Operating,Farmington,Utah,United States,ART Engineering GmbH,2735,208.0,70.0,3.0,"['Elevator Lift', 'Immelmann', 'Dive Loop', 'Over-Banked Curve', 'Block Brake', 'Lagoon Roll', 'Helix']",,Yes
Cannon Ball,Lake Winnepesaukah,Wood,Sit Down,Operating,Rossville,Georgia,United States,"Philadelphia Toboggan Coasters, Inc.",2272,70.0,50.0,0.0,,70.0,No
Cannonball Express,Pleasurewood Hills,Steel,Sit Down,Operating,Suffolk,England,United Kingdom,Schwarzkopf,1738,52.5,34.0,0.0,,,No
Cannonball Run,Waterville USA,Wood,Sit Down,Removed,Gulf Shores,Alabama,United States,"Custom Coasters International, Inc.",1700,65.0,43.0,0.0,,,No
Canyon Blaster,Adventuredome,Steel,Sit Down,Operating,Las Vegas,Nevada,United States,Arrow Dynamics,2423,94.0,41.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",66.0,No
Canyon Blaster,Six Flags Great Escape,Steel,Sit Down,Operating,Queensbury,New York,United States,Arrow Dynamics,2036,56.0,45.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Carolina Cyclone,Carowinds,Steel,Sit Down,Operating,Charlotte,North Carolina,United States,Arrow Dynamics,2100,95.0,41.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",65.0,No
Carrara,Mandoria,Steel,Sit Down,Operating,Rzgów,Łódzkie,Poland,Mack Rides GmbH & Co KG,984,15.4,22.4,0.0,,,No
Castle Coaster,Legoland Shanghai,Steel,Sit Down,Under Construction,Qingpu,Shanghai,China,Zierer,0,52.5,37.3,0.0,"['Dark/Show Section', 'Booster Wheel Lift Hill']",,No
Catarina,Selva Mágica,Steel,Sit Down,Removed,Guadalajara,Jalisco,Mexico,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Catariños,Parque Fiesta Aventuras,Steel,Sit Down,Operating,Monterrey,Nuevo León,Mexico,Zierer,197,10.8,16.2,0.0,['Booster Wheel Lift Hill'],,No
Cat-O-Pillar Coaster,Paultons Park,Steel,Sit Down,Operating,Hampshire,England,United Kingdom,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Catwoman's Whip,Six Flags New England,Steel,Sit Down,Operating,Agawam,Massachusetts,United States,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Cedar Creek Mine Ride,Cedar Point,Steel,Sit Down,Operating,Sandusky,Ohio,United States,Arrow Dynamics,2540,48.0,42.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Celestial Gauntlet,Oriental Heritage,Steel,Sit Down,Operating,Changsha,Hunan,China,Vekoma,2362,87.9,48.5,3.0,"['Chain Lift Hill', 'Sidewinder', 'Corkscrew', 'Corkscrew']",,No
Çelik Kartal,Wonderland Eurasia,Steel,Suspended,SBNO,Ankara,Ankara,Turkey,Zamperla,328,19.0,7.2,0.0,['Booster Wheel Lift Hill'],,No
Chang,Kentucky Kingdom,Steel,Stand Up,Relocated,Louisville,Kentucky,United States,Bolliger & Mabillard,4155,154.0,63.0,5.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Inclined Loop', 'Block Brake', 'Corkscrew', 'Corkscrew']",144.0,No
Chang'e Roller Coaster,Yinxian Resort,Steel,Inverted,Operating,Dongguan,Guangdong,China,Jinma Rides,1236,67.3,39.1,2.0,"['Chain Lift Hill', 'Corkscrew', 'Over-Banked Curve', 'In-Line Twist']",,No
Cheetah,Wild Adventures,Wood,Sit Down,Removed,Valdosta,Georgia,United States,"Custom Coasters International, Inc.",2680,92.0,52.0,0.0,['Chain Lift Hill'],90.0,No
Cheetah Hunt,Busch Gardens Tampa,Steel,Sit Down,Operating,Tampa,Florida,United States,Intamin Amusement Rides,4429,102.0,60.0,1.0,"['LSM Launch', 'LSM Boost', 'Windcatcher Tower', 'Heartline Roll', 'LSM Boost']",130.0,Yes
Child Coaster,Okuyama Kougen,Steel,Sit Down,Removed,Inasa,Shizuoka,Japan,,0,13.1,6.2,0.0,,,No
Children Coaster,Nagashima Spa Land,Steel,Sit Down,Operating,Kuwana,Mie,Japan,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Children Coaster,People's Park,Steel,Sit Down,Operating,Nanchang,Jiangxi,China,Guohui Machinery,0,26.2,24.9,0.0,['Chain Lift Hill'],,No
Chip & Dale’s Gadget Coaster,Disneyland,Steel,Sit Down,Operating,Anaheim,California,United States,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
