Name,Park,Type,Design,Status,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Rank
Twisted Timbers,Kings Dominion,Steel,Sit Down,Operating,Doswell,Virginia,United States,Rocky Mountain Construction,3361,111.0,54.0,3.0,"['Chain Lift Hill', 'Barrel Roll Downdrop', 'Over-Banked Curve', 'Cutback', 'Zero-G Roll']",,Yes
Stella,Kentucky Kingdom,Wood,Sit Down,Removed,Louisville,Kentucky,United States,"Custom Coasters International, Inc.",3000,80.0,55.0,0.0,['Chain Lift Hill'],,No
Twisted Typhoon,Wild Adventures,Steel,Inverted,Operating,Valdosta,Georgia,United States,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Twister,Knoebels Amusement Resort,Wood,Sit Down,Operating,Elysburg,Pennsylvania,United States,,3900,101.6,51.5,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",89.6,Yes
Twister,Lightwater Valley,Steel,Sit Down,Relocated,North Yorkshire,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Twister,Gröna Lund,Wood,Sit Down,Operating,Stockholm,Stockholm,Sweden,Gravitykraft Corporation,1544,51.0,38.0,0.0,['Chain Lift Hill'],46.0,No
Twister,Quancheng Euro Park,Steel,Inverted,Operating,Dezhou,Shandong,China,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd.",2585,105.0,46.6,4.0,"['Chain Lift Hill', 'Loop', 'Sidewinder', 'Double In-Line Twist']",,No
Twister Coaster,Bostanci Luna Park,Steel,Sit Down,Operating,Kadıköy,Istanbul,Turkey,Zamperla,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Twister Coaster,Gorky Park,Steel,Sit Down,Removed,Moscow City,Moscow City,Russia,Zamperla,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Twister III: Storm Chaser,Elitch Gardens,Wood,Sit Down,Operating,Denver,Colorado,United States,Hensel Phelps Construction Co.,4640,100.0,55.0,0.0,['Chain Lift Hill'],,No
Twister Mountain,Leolandia,Steel,Sit Down,Operating,Capriate San Gervasio,Lombardy,Italy,Zamperla,1036,34.4,28.6,0.0,['Chain Lift Hill'],,No
Twistosaurus,Flamingo Land,Steel,Sit Down,Operating,North Yorkshire,England,United Kingdom,Zamperla,574,26.3,17.4,0.0,['Booster Wheel Lift Hill'],,No
Two-Face: The Flip Side,Six Flags America,Steel,Inverted,Relocated,Upper Marlboro,Maryland,United States,Vekoma,1013,131.3,50.0,3.0,"['Chain Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Tyfonen,Tivoli Friheden,Steel,Sit Down,Operating,Århus,Midtjylland,Denmark,Zamperla,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
